company_id,type,rule_id,text,confidence_pct
HAL,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
HAVELLS,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,74
HAVELLS,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
HAVELLS,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
HAVELLS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HAVELLS,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
HAVELLS,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
HAVELLS,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
HAVELLS,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
HCLTECH,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,77
HCLTECH,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
HCLTECH,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
HCLTECH,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HCLTECH,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
HCLTECH,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
HDFCBANK,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
HDFCBANK,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
HDFCBANK,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,77
HDFCBANK,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
HDFCBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HDFCBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
HDFCBANK,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,76
HDFCBANK,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
HDFCBANK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
HDFCBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
HDFCLIFE,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,70
HDFCLIFE,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79
HDFCLIFE,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HDFCLIFE,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
HDFCLIFE,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HDFCLIFE,con,C00,Financial data does not trigger a named risk signal; continue monitoring the company fundamentals.,65
HEROMOTOCO,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76
HEROMOTOCO,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
HEROMOTOCO,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99
HEROMOTOCO,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
HEROMOTOCO,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HEROMOTOCO,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
HEROMOTOCO,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
HEROMOTOCO,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
HEROMOTOCO,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,81
HINDALCO,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
HINDALCO,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
HINDALCO,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
HINDALCO,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HINDALCO,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
HINDALCO,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
HINDALCO,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
HINDALCO,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
HINDUNILVR,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
HINDUNILVR,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
HINDUNILVR,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,96
HINDUNILVR,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
HINDUNILVR,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
HINDUNILVR,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
HINDUNILVR,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
HINDUNILVR,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
ICICIBANK,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77
ICICIBANK,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,90
ICICIBANK,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,91
ICICIBANK,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
ICICIBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ICICIBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ICICIBANK,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
ICICIBANK,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
ICICIBANK,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,77
ICICIBANK,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
ICICIBANK,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
ICICIBANK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
ICICIBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,92
ICICIGI,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
ICICIGI,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIGI,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
ICICIGI,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ICICIGI,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
ICICIPRULI,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,69
ICICIPRULI,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76
ICICIPRULI,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
ICICIPRULI,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
ICICIPRULI,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
ICICIPRULI,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
INDIGO,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
INDIGO,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
INDIGO,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78
INDIGO,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,96
INDIGO,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
INDIGO,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
INDIGO,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100
INDIGO,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
INDIGO,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
INDIGO,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
INDIGO,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
INDIGO,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
INDUSINDBK,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75
INDUSINDBK,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
INDUSINDBK,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,76
INDUSINDBK,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76
INDUSINDBK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
INDUSINDBK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
INDUSINDBK,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
INDUSINDBK,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
INDUSINDBK,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
INDUSINDBK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,81
INDUSINDBK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
INFY,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,80
INFY,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
INFY,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
INFY,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
INFY,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
INFY,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
IOC,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
IOC,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75
IOC,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
IOC,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78
IOC,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
IOC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
IOC,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
IOC,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
IOC,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
IOC,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
IOC,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
IRCTC,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,82
IRCTC,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
IRCTC,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,77
IRCTC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,79
IRCTC,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
IRCTC,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
IRCTC,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,84
IRCTC,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
IRCTC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
IRCTC,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
IRCTC,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
IRCTC,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
IRFC,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,78
IRFC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
IRFC,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,77
IRFC,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78
IRFC,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
IRFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
IRFC,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
IRFC,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
IRFC,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,77
IRFC,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
IRFC,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
IRFC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,79
IRFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
ITC,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,79
ITC,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
ITC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
ITC,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
ITC,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ITC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ITC,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
ITC,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
ITC,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
JINDALSTEL,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
JINDALSTEL,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
JINDALSTEL,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
JINDALSTEL,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
JINDALSTEL,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
JINDALSTEL,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
JINDALSTEL,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
JINDALSTEL,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
JIOFIN,pro,P03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,75
JIOFIN,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,99
JIOFIN,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
JIOFIN,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
JIOFIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,84
JSWENERGY,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
JSWENERGY,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,84
JSWENERGY,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75
JSWENERGY,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78
JSWENERGY,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
JSWENERGY,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
JSWENERGY,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
JSWENERGY,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
JSWENERGY,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
JSWENERGY,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
JSWENERGY,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,77
JSWENERGY,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,76
JSWSTEEL,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
JSWSTEEL,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75
JSWSTEEL,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
JSWSTEEL,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
JSWSTEEL,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
KOTAKBANK,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,98
KOTAKBANK,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75
KOTAKBANK,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78
KOTAKBANK,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
KOTAKBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
KOTAKBANK,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
KOTAKBANK,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,78
KOTAKBANK,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
KOTAKBANK,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,78
KOTAKBANK,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,84
LICI,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
LICI,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
LICI,pro,P03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,75
LICI,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,100
LICI,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
LICI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
LICI,con,C00,Financial data does not trigger a named risk signal; continue monitoring the company fundamentals.,65
LODHA,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,69
LODHA,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,75
LODHA,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
LODHA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
LODHA,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
LODHA,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
LODHA,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
LODHA,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
LODHA,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,91
LT,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
LT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
LT,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
LT,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
LT,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
LT,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
LTIM,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,76
LTIM,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
LTIM,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
LTIM,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,77
LTIM,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
LTIM,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
LTIM,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
LTIM,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
M&M,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76
M&M,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
M&M,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
M&M,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
M&M,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
M&M,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
M&M,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
MARUTI,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
MARUTI,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
MARUTI,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MARUTI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
MARUTI,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
MARUTI,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
MARUTI,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
MARUTI,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
MARUTI,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
MOTHERSON,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,71
MOTHERSON,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
MOTHERSON,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
MOTHERSON,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
MOTHERSON,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
MOTHERSON,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NAUKRI,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
NAUKRI,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76
NAUKRI,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,76
NAUKRI,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
NAUKRI,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
NAUKRI,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
NAUKRI,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NAUKRI,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,83
NESTLEIND,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,100
NESTLEIND,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
NESTLEIND,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
NESTLEIND,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,75
NESTLEIND,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
NESTLEIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
NESTLEIND,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
NESTLEIND,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NHPC,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
NHPC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
NHPC,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
NHPC,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
NHPC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
NHPC,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
NHPC,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
NHPC,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NHPC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,78
NHPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,83
NHPC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,82
NTPC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,77
NTPC,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
NTPC,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
NTPC,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
NTPC,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
NTPC,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
NTPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,76
ONGC,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
ONGC,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
ONGC,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
ONGC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ONGC,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
ONGC,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,75
ONGC,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
ONGC,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
PFC,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78
PFC,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,80
PFC,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
PFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
PFC,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
PFC,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
PFC,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,84
PFC,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
PFC,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,82
PFC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,100
PIDILITIND,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
PIDILITIND,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,75
PIDILITIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
PIDILITIND,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,75
PIDILITIND,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
PIDILITIND,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
PNB,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,96
PNB,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,76
PNB,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
PNB,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
PNB,con,C06,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,88
PNB,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
PNB,con,C09,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,75
POWERGRID,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,75
POWERGRID,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
POWERGRID,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
POWERGRID,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
POWERGRID,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
POWERGRID,con,C03,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,75
POWERGRID,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75
RECLTD,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,75
RECLTD,pro,P05,Operating profit margin above 25% indicates strong pricing power and cost discipline,100
RECLTD,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,78
RECLTD,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,75
RECLTD,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
RECLTD,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,75
